index,Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,DailyRate_cat,DistanceFromHome_cat,HourlyRate_cat,MonthlyIncome_cat,MonthlyRate_cat,TotalWorkingYears_cat,YearsAtCompany_cat,YearsInCurrentRole_cat,MonthlyRatetoIncomeDiff,MonthlyRatetoIncomeDiff_cat
5,32,0,Travel_Frequently,1005,Research & Development,2,2,Life Sciences,1,8,4,Male,79,3,1,Laboratory Technician,4,Single,3068,11864,0,Y,No,13,3,3,80,0,8,2,2,7,7,3,6,800-1200,<2,60-80,2500-5000,10000-15000,5 to 10,5 to 10,6 to 8,8796,5k-10k
518,38,0,Travel_Rarely,243,Sales,7,4,Marketing,1,709,4,Female,46,2,2,Sales Executive,4,Single,4028,7791,0,Y,No,20,4,1,80,0,8,2,3,7,7,0,5,<400,5-10,40-60,2500-5000,5000-10000,5 to 10,5 to 10,6 to 8,3763,0k to 5k
508,35,0,Travel_Rarely,1017,Research & Development,6,4,Life Sciences,1,691,2,Male,82,1,2,Research Scientist,4,Single,6646,19368,1,Y,No,13,3,2,80,0,17,3,3,17,11,11,8,800-1200,5-10,>80,5000-7500,15000-20000,15 to 20,15 to 20,>8,12722,10k-15k
652,37,0,Non-Travel,1252,Sales,19,2,Medical,1,904,1,Male,32,3,3,Sales Executive,2,Single,7642,4814,1,Y,Yes,13,3,4,80,0,10,2,3,10,0,0,9,>1200,15-20,<40,7500-10000,<5000,5 to 10,5 to 10,<2,-2828,<0
384,36,0,Travel_Rarely,164,Sales,2,2,Medical,1,513,2,Male,61,2,3,Sales Executive,3,Married,7596,3809,1,Y,No,13,3,2,80,2,10,2,3,10,9,9,0,<400,<2,60-80,7500-10000,<5000,5 to 10,5 to 10,>8,-3787,<0
901,48,0,Travel_Rarely,969,Research & Development,2,2,Technical Degree,1,1258,4,Male,76,4,1,Laboratory Technician,2,Single,2559,16620,5,Y,No,11,3,3,80,0,7,4,2,1,0,0,0,800-1200,<2,60-80,2500-5000,15000-20000,5 to 10,<5,<2,14061,10k-15k
201,49,0,Non-Travel,1002,Research & Development,18,4,Life Sciences,1,275,4,Male,92,3,2,Manufacturing Director,4,Divorced,6804,23793,1,Y,Yes,15,3,1,80,2,7,0,3,7,7,1,7,800-1200,15-20,>80,5000-7500,20000-25000,5 to 10,5 to 10,6 to 8,16989,15k-20k
288,26,1,Travel_Rarely,1449,Research & Development,16,4,Medical,1,394,1,Male,45,3,1,Laboratory Technician,2,Divorced,2373,14180,2,Y,Yes,13,3,4,80,1,5,2,3,3,2,0,2,>1200,15-20,40-60,<2500,10000-15000,<5,<5,<2,11807,10k-15k
589,29,1,Travel_Rarely,805,Research & Development,1,2,Life Sciences,1,816,2,Female,36,2,1,Laboratory Technician,1,Married,2319,6689,1,Y,Yes,11,3,4,80,1,1,1,3,1,0,0,0,800-1200,<2,<40,<2500,5000-10000,<5,<5,<2,4370,0k to 5k
1199,36,0,Travel_Rarely,1351,Research & Development,26,4,Life Sciences,1,1682,1,Male,80,3,2,Healthcare Representative,3,Married,5347,7419,6,Y,No,14,3,2,80,2,10,2,2,3,2,0,2,>1200,>20,60-80,5000-7500,5000-10000,5 to 10,<5,<2,2072,0k to 5k
469,32,1,Non-Travel,1474,Sales,11,4,Other,1,631,4,Male,60,4,2,Sales Executive,3,Married,4707,23914,8,Y,No,12,3,4,80,0,6,2,3,4,2,1,2,>1200,10-15,40-60,2500-5000,20000-25000,5 to 10,<5,<2,19207,15k-20k
141,45,0,Travel_Rarely,1316,Research & Development,29,3,Medical,1,192,3,Male,83,3,1,Research Scientist,4,Single,3452,9752,5,Y,No,13,3,2,80,0,9,2,2,6,5,0,3,>1200,>20,>80,2500-5000,5000-10000,5 to 10,5 to 10,4 to 6,6300,5k-10k
359,36,0,Travel_Frequently,541,Sales,3,4,Medical,1,481,1,Male,48,2,3,Sales Executive,4,Married,9699,7246,4,Y,No,11,3,1,80,1,16,2,3,13,9,1,12,400-800,2-5,40-60,7500-10000,5000-10000,15 to 20,10 to 15,>8,-2453,<0
1042,44,0,Non-Travel,981,Research & Development,5,3,Life Sciences,1,1471,3,Male,90,2,1,Laboratory Technician,3,Single,3162,7973,3,Y,No,14,3,4,80,0,7,5,3,5,2,0,3,800-1200,2-5,>80,2500-5000,5000-10000,5 to 10,<5,<2,4811,0k to 5k
734,22,0,Travel_Rarely,217,Research & Development,8,1,Life Sciences,1,1019,2,Male,94,1,1,Laboratory Technician,1,Married,2451,6881,1,Y,No,15,3,1,80,1,4,3,2,4,3,1,1,<400,5-10,>80,<2500,5000-10000,<5,<5,2 to 4,4430,0k to 5k
368,40,1,Travel_Rarely,575,Sales,22,2,Marketing,1,492,3,Male,68,2,2,Sales Executive,3,Married,6380,6110,2,Y,Yes,12,3,1,80,2,8,6,3,6,4,1,0,400-800,>20,60-80,5000-7500,5000-10000,5 to 10,5 to 10,2 to 4,-270,<0
1348,40,0,Travel_Rarely,1137,Research & Development,1,4,Life Sciences,1,1892,1,Male,98,3,4,Manager,1,Divorced,16823,18991,2,Y,No,11,3,1,80,1,22,3,3,19,7,11,16,800-1200,<2,>80,>10000,15000-20000,20 to 25,15 to 20,6 to 8,2168,0k to 5k
900,36,0,Travel_Frequently,469,Research & Development,3,3,Technical Degree,1,1257,3,Male,46,3,1,Research Scientist,2,Married,3692,9256,1,Y,No,12,3,3,80,0,12,2,2,11,10,0,7,400-800,2-5,40-60,2500-5000,5000-10000,10 to 15,10 to 15,>8,5564,5k-10k
623,30,0,Travel_Frequently,1012,Research & Development,5,4,Life Sciences,1,861,2,Male,75,2,1,Research Scientist,4,Divorced,3761,2373,9,Y,No,12,3,2,80,1,10,3,2,5,4,0,3,800-1200,2-5,60-80,2500-5000,<5000,5 to 10,<5,2 to 4,-1388,<0
1143,45,0,Non-Travel,336,Sales,26,3,Marketing,1,1612,1,Male,52,2,2,Sales Executive,1,Married,4385,24162,1,Y,No,15,3,1,80,1,10,2,3,10,7,4,5,<400,>20,40-60,2500-5000,20000-25000,5 to 10,5 to 10,6 to 8,19777,15k-20k
63,59,0,Travel_Rarely,1435,Sales,25,3,Life Sciences,1,81,1,Female,99,3,3,Sales Executive,1,Single,7637,2354,7,Y,No,11,3,4,80,0,28,3,2,21,16,7,9,>1200,>20,>80,7500-10000,<5000,25 to 30,>20,>8,-5283,<0
1205,32,1,Travel_Rarely,1259,Research & Development,2,4,Life Sciences,1,1692,4,Male,95,3,1,Laboratory Technician,2,Single,1393,24852,1,Y,No,12,3,1,80,0,1,2,3,1,0,0,0,>1200,<2,>80,<2500,20000-25000,<5,<5,<2,23459,>20k
64,36,0,Travel_Rarely,1223,Research & Development,8,3,Technical Degree,1,83,3,Female,59,3,3,Healthcare Representative,3,Divorced,10096,8202,1,Y,No,13,3,2,80,3,17,2,3,17,14,12,8,>1200,5-10,40-60,>10000,5000-10000,15 to 20,15 to 20,>8,-1894,<0
9,36,0,Travel_Rarely,1299,Research & Development,27,3,Medical,1,13,3,Male,94,3,2,Healthcare Representative,3,Married,5237,16577,6,Y,No,13,3,2,80,2,17,3,2,7,7,7,7,>1200,>20,>80,5000-7500,15000-20000,15 to 20,5 to 10,6 to 8,11340,10k-15k
879,60,0,Travel_Rarely,696,Sales,7,4,Marketing,1,1233,2,Male,52,4,2,Sales Executive,4,Divorced,5220,10893,0,Y,Yes,18,3,2,80,1,12,3,3,11,7,1,9,400-800,5-10,40-60,5000-7500,10000-15000,10 to 15,10 to 15,6 to 8,5673,5k-10k
83,38,0,Non-Travel,573,Research & Development,6,3,Medical,1,107,2,Female,79,1,2,Research Scientist,4,Divorced,5329,15717,7,Y,Yes,12,3,4,80,3,17,3,3,13,11,1,9,400-800,5-10,60-80,5000-7500,15000-20000,15 to 20,10 to 15,>8,10388,10k-15k
91,51,0,Travel_Rarely,632,Sales,21,4,Marketing,1,120,3,Male,71,3,2,Sales Executive,4,Single,5441,8423,0,Y,Yes,22,4,4,80,0,11,2,1,10,7,1,0,400-800,>20,60-80,5000-7500,5000-10000,10 to 15,5 to 10,6 to 8,2982,0k to 5k
761,36,1,Travel_Rarely,660,Research & Development,15,3,Other,1,1052,1,Male,81,3,2,Laboratory Technician,3,Divorced,4834,7858,7,Y,No,14,3,2,80,1,9,3,2,1,0,0,0,400-800,10-15,>80,2500-5000,5000-10000,5 to 10,<5,<2,3024,0k to 5k
1379,27,1,Travel_Frequently,1337,Human Resources,22,3,Human Resources,1,1944,1,Female,58,2,1,Human Resources,2,Married,2863,19555,1,Y,No,12,3,1,80,0,1,2,3,1,0,0,0,>1200,>20,40-60,2500-5000,15000-20000,<5,<5,<2,16692,15k-20k
940,39,1,Travel_Rarely,360,Research & Development,23,3,Medical,1,1310,3,Male,93,3,1,Research Scientist,1,Single,3904,22154,0,Y,No,13,3,1,80,0,6,2,3,5,2,0,3,<400,>20,>80,2500-5000,20000-25000,5 to 10,<5,<2,18250,15k-20k
311,45,0,Travel_Frequently,1249,Research & Development,7,3,Life Sciences,1,425,1,Male,97,3,3,Laboratory Technician,1,Divorced,5210,20308,1,Y,No,18,3,1,80,1,24,2,3,24,9,9,11,>1200,5-10,>80,5000-7500,20000-25000,20 to 25,>20,>8,15098,15k-20k
1395,31,1,Travel_Frequently,754,Sales,26,4,Marketing,1,1967,1,Male,63,3,2,Sales Executive,4,Married,5617,21075,1,Y,Yes,11,3,3,80,0,10,4,3,10,7,0,8,400-800,>20,60-80,5000-7500,20000-25000,5 to 10,5 to 10,6 to 8,15458,15k-20k
478,25,0,Travel_Rarely,622,Sales,13,1,Medical,1,645,2,Male,40,3,1,Sales Representative,3,Married,2096,26376,1,Y,No,11,3,3,80,0,7,1,3,7,4,0,6,400-800,10-15,<40,<2500,>25000,5 to 10,5 to 10,2 to 4,24280,>20k
451,42,0,Travel_Rarely,319,Research & Development,24,3,Medical,1,605,4,Male,56,3,3,Manufacturing Director,1,Married,7406,6950,1,Y,Yes,21,4,4,80,1,10,5,2,10,9,5,8,<400,>20,40-60,5000-7500,5000-10000,5 to 10,5 to 10,>8,-456,<0
457,18,1,Travel_Frequently,1306,Sales,5,3,Marketing,1,614,2,Male,69,3,1,Sales Representative,2,Single,1878,8059,1,Y,Yes,14,3,4,80,0,0,3,3,0,0,0,0,>1200,2-5,60-80,<2500,5000-10000,,,<2,6181,5k-10k
1342,34,0,Travel_Rarely,1480,Sales,4,3,Life Sciences,1,1882,3,Male,64,3,3,Sales Executive,4,Married,9713,24444,2,Y,Yes,13,3,4,80,3,9,3,3,5,3,1,0,>1200,2-5,60-80,7500-10000,20000-25000,5 to 10,<5,2 to 4,14731,10k-15k
250,37,1,Travel_Frequently,504,Research & Development,10,3,Medical,1,342,1,Male,61,3,3,Manufacturing Director,3,Divorced,10048,22573,6,Y,No,11,3,2,80,2,17,5,3,1,0,0,0,400-800,5-10,60-80,>10000,20000-25000,15 to 20,<5,<2,12525,10k-15k
776,20,1,Travel_Frequently,769,Sales,9,3,Marketing,1,1077,4,Female,54,3,1,Sales Representative,4,Single,2323,17205,1,Y,Yes,14,3,2,80,0,2,3,3,2,2,0,2,400-800,5-10,40-60,<2500,15000-20000,<5,<5,<2,14882,10k-15k
1182,36,0,Non-Travel,894,Research & Development,1,4,Medical,1,1662,4,Female,33,2,2,Manufacturing Director,3,Married,4374,15411,0,Y,No,15,3,3,80,0,4,6,3,3,2,1,2,800-1200,<2,<40,2500-5000,15000-20000,<5,<5,<2,11037,10k-15k
679,31,0,Non-Travel,1188,Sales,20,2,Marketing,1,947,4,Female,45,3,2,Sales Executive,3,Married,6932,24406,1,Y,No,13,3,4,80,1,9,2,2,9,8,0,0,800-1200,15-20,40-60,5000-7500,20000-25000,5 to 10,5 to 10,6 to 8,17474,15k-20k
43,27,0,Travel_Frequently,994,Sales,8,3,Life Sciences,1,56,4,Male,37,3,3,Sales Executive,3,Single,8726,2975,1,Y,No,15,3,4,80,0,9,0,3,9,8,1,7,800-1200,5-10,<40,7500-10000,<5000,5 to 10,5 to 10,6 to 8,-5751,<0
1186,35,1,Travel_Frequently,880,Sales,12,4,Other,1,1667,4,Male,36,3,2,Sales Executive,4,Single,4581,10414,3,Y,Yes,24,4,1,80,0,13,2,4,11,9,6,7,800-1200,10-15,<40,2500-5000,10000-15000,10 to 15,10 to 15,>8,5833,5k-10k
369,31,0,Travel_Rarely,408,Research & Development,9,4,Life Sciences,1,493,3,Male,42,2,1,Research Scientist,2,Single,2657,7551,0,Y,Yes,16,3,4,80,0,3,5,3,2,2,2,2,400-800,5-10,40-60,2500-5000,5000-10000,<5,<5,<2,4894,0k to 5k
963,38,0,Travel_Rarely,1009,Sales,2,2,Life Sciences,1,1355,2,Female,31,3,2,Sales Executive,1,Divorced,6893,19461,3,Y,No,15,3,4,80,1,11,3,3,7,7,1,7,800-1200,<2,<40,5000-7500,15000-20000,10 to 15,5 to 10,6 to 8,12568,10k-15k
576,27,0,Travel_Frequently,829,Sales,8,1,Marketing,1,800,3,Male,84,3,2,Sales Executive,4,Married,4342,24008,0,Y,No,19,3,2,80,1,5,3,3,4,2,1,1,800-1200,5-10,>80,2500-5000,20000-25000,<5,<5,<2,19666,15k-20k
1116,55,0,Travel_Rarely,685,Sales,26,5,Marketing,1,1578,3,Male,60,2,5,Manager,4,Married,19586,23037,1,Y,No,21,4,3,80,1,36,3,3,36,6,2,13,400-800,>20,40-60,>10000,20000-25000,>30,>20,4 to 6,3451,0k to 5k
1151,28,0,Travel_Rarely,580,Research & Development,27,3,Medical,1,1622,2,Female,39,1,2,Manufacturing Director,1,Divorced,4877,20460,0,Y,No,21,4,2,80,1,6,5,2,5,3,0,0,400-800,>20,<40,2500-5000,20000-25000,5 to 10,<5,2 to 4,15583,15k-20k
587,52,0,Travel_Rarely,1325,Research & Development,11,4,Life Sciences,1,813,4,Female,82,3,2,Laboratory Technician,3,Married,3149,21821,8,Y,No,20,4,2,80,1,9,3,3,5,2,1,4,>1200,10-15,>80,2500-5000,20000-25000,5 to 10,<5,<2,18672,15k-20k
1305,54,0,Travel_Rarely,431,Research & Development,7,4,Medical,1,1830,4,Female,68,3,2,Research Scientist,4,Married,6854,15696,4,Y,No,15,3,2,80,1,14,2,2,7,1,1,7,400-800,5-10,60-80,5000-7500,15000-20000,10 to 15,5 to 10,<2,8842,5k-10k
282,29,0,Travel_Frequently,442,Sales,2,2,Life Sciences,1,388,2,Male,44,3,2,Sales Executive,4,Single,4554,20260,1,Y,No,18,3,1,80,0,10,3,2,10,7,0,9,400-800,<2,40-60,2500-5000,20000-25000,5 to 10,5 to 10,6 to 8,15706,15k-20k
1426,32,0,Travel_Rarely,267,Research & Development,29,4,Life Sciences,1,2010,3,Female,49,2,1,Laboratory Technician,2,Single,2837,15919,1,Y,No,13,3,3,80,0,6,3,3,6,2,4,1,<400,>20,40-60,2500-5000,15000-20000,5 to 10,5 to 10,<2,13082,10k-15k
431,54,0,Travel_Rarely,548,Research & Development,8,4,Life Sciences,1,578,3,Female,42,3,2,Laboratory Technician,3,Single,3780,23428,7,Y,No,11,3,3,80,0,19,3,3,1,0,0,0,400-800,5-10,40-60,2500-5000,20000-25000,15 to 20,<5,<2,19648,15k-20k
1114,48,0,Travel_Rarely,1108,Research & Development,15,4,Other,1,1576,3,Female,65,3,1,Research Scientist,1,Married,2367,16530,8,Y,No,12,3,4,80,1,10,3,2,8,2,7,6,800-1200,10-15,60-80,<2500,15000-20000,5 to 10,5 to 10,<2,14163,10k-15k
236,33,1,Travel_Rarely,465,Research & Development,2,2,Life Sciences,1,328,1,Female,39,3,1,Laboratory Technician,1,Married,2707,21509,7,Y,No,20,4,1,80,0,13,3,4,9,7,1,7,400-800,<2,<40,2500-5000,20000-25000,10 to 15,5 to 10,6 to 8,18802,15k-20k
683,25,1,Travel_Rarely,867,Sales,19,2,Marketing,1,952,3,Male,36,2,1,Sales Representative,2,Married,2413,18798,1,Y,Yes,18,3,3,80,3,1,2,3,1,0,0,0,800-1200,15-20,<40,<2500,15000-20000,<5,<5,<2,16385,15k-20k
856,20,0,Travel_Rarely,805,Research & Development,3,3,Life Sciences,1,1198,1,Male,87,2,1,Laboratory Technician,3,Single,3033,12828,1,Y,No,12,3,1,80,0,2,2,2,2,2,1,2,800-1200,2-5,>80,2500-5000,10000-15000,<5,<5,<2,9795,5k-10k
574,34,0,Travel_Rarely,182,Research & Development,1,4,Life Sciences,1,797,2,Female,72,4,1,Research Scientist,4,Single,3280,13551,2,Y,No,16,3,3,80,0,10,2,3,4,2,1,3,<400,<2,60-80,2500-5000,10000-15000,5 to 10,<5,<2,10271,10k-15k
929,28,0,Travel_Frequently,193,Research & Development,2,3,Life Sciences,1,1296,4,Male,52,2,1,Laboratory Technician,4,Married,3867,14222,1,Y,Yes,12,3,2,80,1,2,2,3,2,2,2,2,<400,<2,40-60,2500-5000,10000-15000,<5,<5,<2,10355,10k-15k
970,27,0,Travel_Rarely,1291,Sales,11,3,Medical,1,1364,3,Female,98,4,1,Sales Representative,4,Married,2534,6527,8,Y,No,14,3,2,80,1,5,4,3,1,0,0,0,>1200,10-15,>80,2500-5000,5000-10000,<5,<5,<2,3993,0k to 5k
591,33,1,Travel_Rarely,118,Sales,16,3,Marketing,1,819,1,Female,69,3,2,Sales Executive,1,Single,5324,26507,5,Y,No,15,3,3,80,0,6,3,3,3,2,0,2,<400,15-20,60-80,5000-7500,>25000,5 to 10,<5,<2,21183,>20k
468,52,0,Travel_Rarely,956,Research & Development,6,2,Technical Degree,1,630,4,Male,78,3,2,Research Scientist,1,Divorced,5577,22087,3,Y,Yes,12,3,2,80,2,18,3,3,10,9,6,9,800-1200,5-10,60-80,5000-7500,20000-25000,15 to 20,5 to 10,>8,16510,15k-20k
787,55,0,Travel_Frequently,1091,Research & Development,2,1,Life Sciences,1,1096,4,Male,65,3,3,Manufacturing Director,2,Married,10976,15813,3,Y,No,18,3,2,80,1,23,4,3,3,2,1,2,800-1200,<2,60-80,>10000,15000-20000,20 to 25,<5,<2,4837,0k to 5k
191,27,0,Travel_Rarely,894,Research & Development,9,3,Medical,1,260,4,Female,99,3,1,Research Scientist,2,Single,2279,11781,1,Y,No,16,3,4,80,0,7,2,2,7,7,0,3,800-1200,5-10,>80,<2500,10000-15000,5 to 10,5 to 10,6 to 8,9502,5k-10k
925,42,0,Travel_Rarely,603,Research & Development,7,4,Medical,1,1292,2,Female,78,4,2,Research Scientist,2,Married,2372,5628,6,Y,Yes,16,3,4,80,0,18,2,3,1,0,0,0,400-800,5-10,60-80,<2500,5000-10000,15 to 20,<5,<2,3256,0k to 5k
1352,44,0,Travel_Rarely,170,Research & Development,1,4,Life Sciences,1,1903,2,Male,78,4,2,Healthcare Representative,1,Married,5033,9364,2,Y,No,15,3,4,80,1,10,5,3,2,0,2,2,<400,<2,60-80,5000-7500,5000-10000,5 to 10,<5,<2,4331,0k to 5k
274,21,0,Travel_Rarely,996,Research & Development,3,2,Medical,1,379,4,Male,100,2,1,Research Scientist,3,Single,3230,10531,1,Y,No,17,3,1,80,0,3,4,4,3,2,1,0,800-1200,2-5,>80,2500-5000,10000-15000,<5,<5,<2,7301,5k-10k
899,49,0,Travel_Rarely,1098,Research & Development,4,2,Medical,1,1256,1,Male,85,2,5,Manager,3,Married,18711,12124,2,Y,No,13,3,3,80,1,23,2,4,1,0,0,0,800-1200,2-5,>80,>10000,10000-15000,20 to 25,<5,<2,-6587,<0
529,38,0,Travel_Rarely,827,Research & Development,1,4,Life Sciences,1,724,2,Female,33,4,2,Healthcare Representative,4,Single,7625,19383,0,Y,No,13,3,3,80,0,10,4,2,9,7,1,8,800-1200,<2,<40,7500-10000,15000-20000,5 to 10,5 to 10,6 to 8,11758,10k-15k
157,58,0,Travel_Rarely,1145,Research & Development,9,3,Medical,1,214,2,Female,75,2,1,Research Scientist,2,Married,3346,11873,4,Y,Yes,20,4,2,80,1,9,3,2,1,0,0,0,800-1200,5-10,60-80,2500-5000,10000-15000,5 to 10,<5,<2,8527,5k-10k
936,45,0,Travel_Frequently,364,Research & Development,25,3,Medical,1,1306,2,Female,83,3,5,Manager,2,Single,18061,13035,3,Y,No,22,4,3,80,0,22,4,3,0,0,0,0,<400,>20,>80,>10000,10000-15000,20 to 25,,<2,-5026,<0
1466,39,0,Travel_Rarely,613,Research & Development,6,1,Medical,1,2062,4,Male,42,2,3,Healthcare Representative,1,Married,9991,21457,4,Y,No,15,3,1,80,1,9,5,3,7,7,1,7,400-800,5-10,40-60,7500-10000,20000-25000,5 to 10,5 to 10,6 to 8,11466,10k-15k
1090,29,0,Travel_Rarely,441,Research & Development,8,1,Other,1,1544,3,Female,39,1,2,Healthcare Representative,1,Married,9715,7288,3,Y,No,13,3,3,80,1,9,3,3,7,7,0,7,400-800,5-10,<40,7500-10000,5000-10000,5 to 10,5 to 10,6 to 8,-2427,<0
1356,41,0,Travel_Rarely,337,Sales,8,3,Marketing,1,1909,3,Female,54,3,2,Sales Executive,2,Married,4393,26841,5,Y,No,21,4,3,80,1,14,3,3,5,4,1,4,<400,5-10,40-60,2500-5000,>25000,10 to 15,<5,2 to 4,22448,>20k
237,52,0,Non-Travel,771,Sales,2,4,Life Sciences,1,329,1,Male,79,2,5,Manager,3,Single,19068,21030,1,Y,Yes,18,3,4,80,0,33,2,4,33,7,15,12,400-800,<2,60-80,>10000,20000-25000,>30,>20,6 to 8,1962,0k to 5k
1038,48,0,Travel_Rarely,1221,Sales,7,3,Marketing,1,1466,3,Male,96,3,2,Sales Executive,1,Divorced,5486,24795,4,Y,No,11,3,1,80,3,15,3,3,2,2,2,2,>1200,5-10,>80,5000-7500,20000-25000,10 to 15,<5,<2,19309,15k-20k
1043,53,0,Travel_Rarely,447,Research & Development,2,3,Medical,1,1472,4,Male,39,4,4,Research Director,2,Single,16598,19764,4,Y,No,12,3,2,80,0,35,2,2,9,8,8,8,400-800,<2,<40,>10000,15000-20000,>30,5 to 10,6 to 8,3166,0k to 5k
415,34,1,Travel_Frequently,296,Sales,6,2,Marketing,1,555,4,Female,33,1,1,Sales Representative,3,Divorced,2351,12253,0,Y,No,16,3,4,80,1,3,3,2,2,2,1,0,<400,5-10,<40,<2500,10000-15000,<5,<5,<2,9902,5k-10k
547,42,1,Travel_Frequently,933,Research & Development,19,3,Medical,1,752,3,Male,57,4,1,Research Scientist,3,Divorced,2759,20366,6,Y,Yes,12,3,4,80,0,7,2,3,2,2,2,2,800-1200,15-20,40-60,2500-5000,20000-25000,5 to 10,<5,<2,17607,15k-20k
1267,34,0,Non-Travel,1375,Sales,10,3,Life Sciences,1,1774,4,Male,87,3,2,Sales Executive,3,Divorced,4001,12313,1,Y,Yes,14,3,3,80,1,15,3,3,15,14,0,7,>1200,5-10,>80,2500-5000,10000-15000,10 to 15,10 to 15,>8,8312,5k-10k
841,24,0,Travel_Rarely,477,Research & Development,24,3,Medical,1,1173,4,Male,49,3,1,Laboratory Technician,2,Single,3597,6409,8,Y,No,22,4,4,80,0,6,2,3,4,3,1,2,400-800,>20,40-60,2500-5000,5000-10000,5 to 10,<5,2 to 4,2812,0k to 5k
224,31,0,Non-Travel,979,Research & Development,1,4,Medical,1,308,3,Male,90,1,2,Manufacturing Director,3,Married,4345,4381,0,Y,No,12,3,4,80,1,6,2,3,5,4,1,4,800-1200,<2,>80,2500-5000,<5000,5 to 10,<5,2 to 4,36,0k to 5k
1402,31,0,Travel_Rarely,1276,Research & Development,2,1,Medical,1,1974,4,Female,59,1,1,Laboratory Technician,4,Divorced,1129,17536,1,Y,Yes,11,3,3,80,3,1,4,3,1,0,0,0,>1200,<2,40-60,<2500,15000-20000,<5,<5,<2,16407,15k-20k
893,29,0,Travel_Rarely,1010,Research & Development,1,3,Life Sciences,1,1249,1,Female,97,3,1,Research Scientist,4,Divorced,3760,5598,1,Y,No,15,3,1,80,3,3,5,3,3,2,1,2,800-1200,<2,>80,2500-5000,5000-10000,<5,<5,<2,1838,0k to 5k
456,31,0,Travel_Rarely,688,Sales,7,3,Life Sciences,1,613,3,Male,44,2,3,Manager,4,Divorced,11557,25291,9,Y,No,21,4,3,80,1,10,3,2,5,4,0,1,400-800,5-10,40-60,>10000,>25000,5 to 10,<5,2 to 4,13734,10k-15k
1382,31,0,Non-Travel,976,Research & Development,3,2,Medical,1,1948,3,Male,48,3,1,Research Scientist,1,Divorced,3065,3995,1,Y,Yes,13,3,4,80,1,4,3,4,4,2,2,3,800-1200,2-5,40-60,2500-5000,<5000,<5,<5,<2,930,0k to 5k
220,36,0,Travel_Rarely,1396,Research & Development,5,2,Life Sciences,1,304,4,Male,62,3,2,Laboratory Technician,2,Single,5914,9945,8,Y,No,16,3,4,80,0,16,3,4,13,11,3,7,>1200,2-5,60-80,5000-7500,5000-10000,15 to 20,10 to 15,>8,4031,0k to 5k
561,52,0,Travel_Rarely,621,Sales,3,4,Marketing,1,776,3,Male,31,2,4,Manager,1,Married,16856,10084,1,Y,No,11,3,1,80,0,34,3,4,34,6,1,16,400-800,2-5,<40,>10000,10000-15000,>30,>20,4 to 6,-6772,<0
697,29,0,Travel_Frequently,1404,Sales,20,3,Technical Degree,1,974,3,Female,84,3,1,Sales Representative,4,Married,2157,18203,1,Y,No,15,3,2,80,1,3,5,3,3,1,0,2,>1200,15-20,>80,<2500,15000-20000,<5,<5,<2,16046,15k-20k
96,24,0,Travel_Rarely,1353,Sales,3,2,Other,1,128,1,Female,33,3,2,Sales Executive,3,Married,4999,17519,0,Y,No,21,4,1,80,1,4,2,2,3,2,0,2,>1200,2-5,<40,2500-5000,15000-20000,<5,<5,<2,12520,10k-15k
187,55,0,Travel_Rarely,692,Research & Development,14,4,Medical,1,254,3,Male,61,4,5,Research Director,2,Single,18722,13339,8,Y,No,11,3,4,80,0,36,3,3,24,15,2,15,400-800,10-15,60-80,>10000,10000-15000,>30,>20,>8,-5383,<0
414,24,1,Travel_Rarely,1448,Sales,1,1,Technical Degree,1,554,1,Female,62,3,1,Sales Representative,2,Single,3202,21972,1,Y,Yes,16,3,2,80,0,6,4,3,5,3,1,4,>1200,<2,60-80,2500-5000,20000-25000,5 to 10,<5,2 to 4,18770,15k-20k
944,28,0,Non-Travel,1476,Research & Development,1,3,Life Sciences,1,1315,3,Female,55,1,2,Laboratory Technician,4,Married,6674,16392,0,Y,No,11,3,1,80,3,10,6,3,9,8,7,5,>1200,<2,40-60,5000-7500,15000-20000,5 to 10,5 to 10,6 to 8,9718,5k-10k
336,29,1,Travel_Rarely,318,Research & Development,8,4,Other,1,454,2,Male,77,1,1,Laboratory Technician,1,Married,2119,4759,1,Y,Yes,11,3,4,80,0,7,4,2,7,7,0,7,<400,5-10,60-80,<2500,<5000,5 to 10,5 to 10,6 to 8,2640,0k to 5k
1338,30,1,Travel_Rarely,945,Sales,9,3,Medical,1,1876,2,Male,89,3,1,Sales Representative,4,Single,1081,16019,1,Y,No,13,3,3,80,0,1,3,2,1,0,0,0,800-1200,5-10,>80,<2500,15000-20000,<5,<5,<2,14938,10k-15k
92,30,0,Travel_Rarely,1334,Sales,4,2,Medical,1,121,3,Female,63,2,2,Sales Executive,2,Divorced,5209,19760,1,Y,Yes,12,3,2,80,3,11,4,2,11,8,2,7,>1200,2-5,60-80,5000-7500,15000-20000,10 to 15,10 to 15,6 to 8,14551,10k-15k
